antecedents,consequents,support,confidence,lift
frozenset({'4fcb3d9a5f4871e8362dfedbdb02b064'}),frozenset({'f4f67ccaece962d013a4e1d7dc3a61f7'}),0.001026694045174538,0.1910112359550562,56.477929373996794
frozenset({'f4f67ccaece962d013a4e1d7dc3a61f7'}),frozenset({'4fcb3d9a5f4871e8362dfedbdb02b064'}),0.001026694045174538,0.30357142857142855,56.47792937399679
frozenset({'e53e557d5a159f5aa2c5e995dfdf244b'}),frozenset({'36f60d45225e60c7da4558b070ce4b60'}),0.002053388090349076,0.21794871794871795,32.51166551166551
frozenset({'36f60d45225e60c7da4558b070ce4b60'}),frozenset({'e53e557d5a159f5aa2c5e995dfdf244b'}),0.002053388090349076,0.3063063063063063,32.511665511665505
frozenset({'35afc973633aaeb6b877ff57b2793310'}),frozenset({'99a4788cb24856965c36a24e339b6058'}),0.0017514192535330354,0.1858974358974359,6.591198594410586
frozenset({'99a4788cb24856965c36a24e339b6058'}),frozenset({'35afc973633aaeb6b877ff57b2793310'}),0.0017514192535330354,0.062098501070663815,6.591198594410586
